FeatName,log2_expression
AOSC1103,0.02620284920159036
AOSC403,0.1593892525172388
AOSC477,0.09423234625436672
AOSC568,0.05120804977914073
AOSC658,0.33876894067460517
AOSC786,0.18118535406114017
AOSC1108,0.09743538942905153
AOSC414,0.13761358438645935
AOSC486,0.03175466168588722
AOSC580,0.022640145128337997
AOSC663,0.10248652287152964
AOSC792,0.17912619004002373
AOSC1120,-0.06791220654567778
AOSC422,0.051067917773273824
AOSC492,0.086055885903035
AOSC587,0.09397670431491156
AOSC681,0.1271407979131672
AOSC807,
AOSB1012,0.2220148301663299
AOSB1138,0.17017095371864044
AOSB551,0.2697999520847018
AOSB711,0.09940349718714848
AOSB865,0.24972887992091466
AOSC1020,0.25103685040324186
AOSB1028,0.15512588059856688
AOSB399,0.027012047557557775
AOSB564,0.045000546000725096
AOSB741,0.5462160937525335
AOSB875,0.12250351908037811
AOSC1050,0.08901470226551096
AOSB1061,0.16183814369576163
AOSB406,0.06604007010777886
AOSB586,0.09518688856497864
AOSB760,0.18306533697759406
AOSB913,0.15252472446167523
AOSC1056,0.11285866522977288
AOSC1098,0.2614502903865151
AOSC401,0.24532711234948004
AOSC475,0.04907252308973554
AOSC567,0.057337406965287434
AOSC638,0.21769562855160954
AOSC785,-0.21477144343497764
AOSC1104,0.16152010139220438
AOSC409,0.09429522198041967
AOSC481,0.1773904156843398
AOSC571,0.24984027684820506
AOSC661,0.21059456353377737
AOSC790,0.20629901978339815
AOSC1115,0.2177797235376506
AOSC420,0.04582707419974051
AOSC490,0.03895882421292931
AOSC584,0.1131125071981203
AOSC675,0.2911771078012649
AOSC797,0.3328335773452415
AOSB1002,0.24498423756603108
AOSB1137,0.2109813656189873
AOSB540,0.24618744193257447
AOSB694,0.19832546970074394
AOSB861,0.23078052587427988
AOSC1015,0.22723934603342288
AOSB1020,0.24554410575715657
AOSB392,0.15822610441399831
AOSB563,0.1612678067626935
AOSB717,0.20831998393874512
AOSB874,0.21746839065096346
AOSC1032,0.26727600920119954
AOSB1050,0.15631075571504288
AOSB404,-0.03196681770061076
AOSB574,0.2945131355900311
AOSB745,0.25284723264318926
AOSB892,0.20418938590882488
AOSC1054,0.18789424825254022
AOSC1123,0.8350725453252209
AOSC436,0.061811028326752844
AOSC499,0.16651496420127826
AOSC596,0.13674799618388248
AOSC708,0.11767779247468046
AOSC820,0.21258637213161266
AOSF1405,0.12927886816688977
AOSF1439,0.10501797838429275
AOSF1470,0.0726429171035739
AOSF1493,0.38486516105872043
AOSF1521,0.4775469197926698
AOSF410,0.10732742157497689
AOSF1408,0.1617103389394502
AOSF1445,0.20066628257637364
AOSF1473,0.22371865440279037
AOSF1497,0.06681804445144873
AOSF1524,0.14112544241509145
AOSF415,0.08590228642755389
AOSB1073,0.24070449156510362
AOSB437,0.04299420156802574
AOSB594,0.24016010613053482
AOSB764,0.14294885746760305
AOSB923,0.188251807786503
AOSC1063,0.14987934814680243
AOSF1273,0.11636048380254385
AOSF1292,0.04893176753549081
AOSF1315,0.04865326596085154
AOSF1338,0.0862089648010831
AOSF1361,0.8154966063782918
AOSF1385,0.03542623452306657
AOSF1276,0.10269983540496262
AOSF1295,0.13335528837877839
AOSF1317,0.03472738542341702
AOSF1343,0.12508175646425787
AOSF1364,0.2042640108183465
AOSF1388,0.10219993560965855
AOSC1122,0.21598912370220308
AOSC433,0.10863620085760836
AOSC495,0.04312840743481152
AOSC588,
AOSC689,0.18440456891819662
AOSC809,0.15745171531700836
AOSF1404,0.07009373328683192
AOSF1437,0.056020321981867474
AOSF1467,0.056279937562166656
AOSF1492,0.09330261906857465
AOSF1520,0.16295480596296102
AOSF404,0.1958416459466552
AOSF1406,0.09073421365061399
AOSF1442,0.11122023073040002
AOSF1472,0.053558765855677135
AOSF1494,0.10369180387818902
AOSF1522,0.13037196864391373
AOSF412,0.16133291680984985
AOSB1072,0.3983096299475495
AOSB407,0.1363159608141588
AOSB589,0.09050368029636761
AOSB763,0.13808781553378463
AOSB919,0.14747408811285814
AOSC1059,0.17185902603586933
AOSF1272,-0.016278208921766967
AOSF1291,0.06378103111758147
AOSF1314,0.0799380612848691
AOSF1337,0.06436849317184766
AOSF1359,0.08300403556146789
AOSF1384,0.05377458474903414
AOSF1275,0.05228134703890255
AOSF1294,-0.05377403619354615
AOSF1316,0.13153920954991782
AOSF1341,-0.005671054192171455
AOSF1363,0.08716616069101865
AOSF1387,0.08416592536859677
AOSF1416,0.29674444840638675
AOSF1451,0.0761828157820608
AOSF1475,0.12657863991556534
AOSF1499,0.08704841906829507
AOSF1528,0.19387727228871923
AOSF420,0.1077403505987826
AOSF1420,0.12739669057964648
AOSF1453,0.00010661836679786808
AOSF1477,0.08332131347375976
AOSF1501,0.12128419850781945
AOSF1531,0.01108638560406752
AOSF428,0.06442071534755797
CAON1200,0.09618346287766318
CAON1273,0.061196781067462944
CAON1349,
CAON1412,0.14058230237098826
CAON1502,0.07830759200917106
CAON1605,0.07623926564648398
AOSF1278,0.0007297371903800792
AOSF1298,0.07312274847117348
AOSF1319,0.02026532637866447
AOSF1346,0.02898859370575521
AOSF1366,0.06740923395415588
AOSF1392,-0.010839476668016814
AOSF1280,0.050891667691335934
AOSF1300,0.06952198429269149
AOSF1322,-0.026552160753102332
AOSF1348,0.030068187584976425
AOSF1370,0.06342676715316568
AOSF1395,0.04922701698915473
AOSF866,-0.02780548463851807
AOSF911,-0.0616150745790448
AOSF956,0.0546920059625169
AOSF993,0.014304368625998546
CAON1062,0.023272363850132007
CAON1109,0.1430032409329209
AOSF1409,0.23748503836102627
AOSF1447,0.1145501430137669
AOSF1474,0.047358635306789965
AOSF1498,0.16483846234360092
AOSF1525,0.225588660262982
AOSF419,0.09499226105386292
AOSF1418,0.1273920970423094
AOSF1452,0.10102985016024994
AOSF1476,-0.07544448698332609
AOSF1500,0.07990282803208183
AOSF1530,0.07454914304715032
AOSF427,0.09392351225646045
CAON1197,0.0824149352213815
CAON1268,0.058962658187213045
CAON1341,0.09383068531654927
CAON1411,-0.06960847915498981
CAON1500,0.06530163154925553
CAON1599,0.10855835872973107
AOSF1277,0.13453410533552848
AOSF1296,0.2443958317191656
AOSF1318,-0.04191381698977091
AOSF1344,0.28487711738220706
AOSF1365,0.05705492175973637
AOSF1389,0.14983283405387196
AOSF1279,0.24071864864741155
AOSF1299,0.269942319402457
AOSF1321,0.13521029110848884
AOSF1347,0.2174883274304412
AOSF1368,0.11896933561739714
AOSF1394,0.08740385688876194
AOSF861,-0.04422581419967903
AOSF907,-0.04093445557603275
AOSF946,0.02628766048359608
AOSF988,0.02650888930406697
CAON1056,0.13900523045135135
CAON1106,0.11974309900681311
CAON1207,-0.015091707388363703
CAON1295,-0.10513582335251742
CAON1353,0.05185608327231567
CAON1418,-0.01868220764327754
CAON1521,
CAON1610,0.018921515947792275
CAON1210,-0.11870862212427921
CAON1301,0.022745851190444734
CAON1369,-0.021828600353298856
CAON1421,-0.10096587855465364
CAON1533,0.02577615774723654
CAON1625,0.05856200051757336
CAON1217,
CAON1307,-0.04265451285705422
CAON1372,-0.060885034909886414
CAON1441,0.06632736543432877
CAON1556,0.4391667410656823
CAON1632,-0.012592777527908397
AOSF869,-0.034631855071019416
AOSF913,-0.0194870962309187
AOSF962,0.010097312177263425
AOSF997,1.2805560951468502
CAON1066,0.19360606707266853
CAON1112,-0.030661567751404935
AOSF876,-0.014599917283443502
AOSF917,0.048593524826320456
AOSF965,0.03484462700346449
CAON1009,-0.08696154989820101
CAON1071,0.04206642217256865
CAON1123,
AOSF878,-0.0805020691709261
AOSF921,-0.0874506485136313
AOSF969,0.02992391703580742
CAON1013,0.02149129290480189
CAON1082,0.12009130236261253
CAON1131,0.14702852131390134
CAON1202,0.05139734660058128
CAON1282,0.05361854912338328
CAON1351,-0.00024329138993605325
CAON1415,-0.1553768485426731
CAON1503,0.12686992929301424
CAON1606,0.11068264546304618
CAON1209,0.10991152395289625
CAON1300,0.16055711991725477
CAON1363,0.059181271078810466
CAON1420,0.03581818836326654
CAON1525,0.1780513406260282
CAON1616,-0.16806480625921205
CAON1213,0.017460658221130878
CAON1304,0.026464014599898306
CAON1370,0.1796049183064074
CAON1428,0.06575126060881509
CAON1547,0.322136537477426
CAON1631,-0.005000719947055159
AOSF868,0.21814606001088022
AOSF912,0.029511210157205234
AOSF961,0.08501498058764913
AOSF996,0.11230866555074444
CAON1064,0.15346421178194683
CAON1111,0.025622558785624916
AOSF874,0.04468970766272329
AOSF914,0.007369835150204288
AOSF964,-0.5164071654984006
CAON1001,0.25536400518135693
CAON1067,0.12155429967428358
CAON1120,0.13172101082343557
AOSF877,-0.014771154748641189
AOSF919,-0.051828640260951256
AOSF966,-0.2191746248595176
CAON1010,-0.01773294028852308
CAON1074,-0.020819072761332855
CAON1128,
CAOO493,0.12487018473224307
CAOO620,-0.05362006970186597
CAOO736,
CAOO888,0.08488698034405973
CAOO513,0.2948828424885352
CAOO633,0.12750974695346656
CAOO746,0.04203024972573633
CAOO906,0.04560341109999204
CAOO526,0.06075441373835049
CAOO642,0.10064895650553578
CAOO755,
CAOO931,0.05703941105389739
CAON994,0.09683976851613509
CAOO1123,0.02518298961193467
CAOO2078,0.032926230413941465
CAOO2246,0.05094976555371637
CAOO2426,0.09007110513477783
CAOO2600,-0.009489021909082023
CAON999,0.0010169564723793282
CAOO1139,0.1532404296576126
CAOO2097,0.3895037531578046
CAOO2259,-0.17943747082894532
CAOO2452,0.08372586551229412
CAOO2671,0.15407269087561978
CAOO1045,0.0902438901998177
CAOO1931,0.2943511347895327
CAOO2139,-0.017743895703056664
CAOO2278,0.15763352004503323
CAOO2473,0.13972109203640198
CAOO396,0.1743813649606908
CAOO487,0.2553881268863019
CAOO618,-0.13445982595345338
CAOO732,
CAOO887,0.10151079443176449
CAOO932,0.09305598501861669
CAOO498,-0.060784838410282545
CAOO626,0.16152052583694895
CAOO739,0.10526667949127515
CAOO902,0.07475217573231575
CAOO517,0.17770760593700327
CAOO636,
CAOO750,0.06164477767425021
CAOO916,0.10477414306596702
CAON993,0.2754301028453573
CAOO1119,0.175884709437275
CAOO2069,-0.07197032114314444
CAOO2244,0.07736257947450617
CAOO2411,
CAOO2593,
CAON996,
CAOO1134,0.16297577285626116
CAOO2084,0.1377913438099502
CAOO2250,0.19683676230659458
CAOO2436,0.003737213979620286
CAOO2639,0.11752098428963326
CAOO1015,-0.07248772978659089
CAOO1922,0.013373742691792733
CAOO2117,0.009314134821548236
CAOO2270,0.005553309599831701
CAOO2453,0.04324312281629519
CAOO387,0.14319120062187934
CAOO541,-0.06796871115435531
CAOO667,0.08606084260894764
CAOO788,-0.03334606751434649
AOSF1134,-0.4692988207914968
AOSF1109,-0.035726152461485694
AOSF1083,0.22798500523639628
AOSF1040,0.15514749059318636
AOSF1011,0.13517050954229773
AOSC944,0.23493345417069236
AOSF1131,-0.16700267891451465
AOSF1105,0.5366653402820643
AOSF1081,0.41579065457731074
AOSF1034,0.2558581396317768
AOSF1009,0.2729235296692995
AOSC914,0.06951449061575038
CAOO1054,0.06071916102418945
CAOO1963,0.036650637389146146
CAOO2198,0.03812081275397141
CAOO2308,0.13561851130325636
CAOO2479,0.06797504225714358
CAOO413,0.041124452165668804
AOSF1270,0.4928363284077504
AOSF1246,0.2610082470352014
AOSF1222,0.8628276461919566
AOSF1199,-0.09088260509476155
AOSF1178,0.3614160270376805
AOSF1156,0.44559964107844074
AOSF1268,0.5968817110467642
AOSF1242,0.27413563181455197
AOSF1220,0.3153820784396258
AOSF1197,0.2776245939795537
AOSF1175,0.19612741406895412
AOSF1154,0.283455182333761
CAOO532,0.42170934445793534
CAOO655,0.1553542583862319
CAOO773,0.4970477057989364
AOSF1135,0.24229698536791572
AOSF1110,0.20056387939823536
AOSF1084,0.07845896517832619
AOSF1042,0.17624024537166894
AOSF1012,0.4847609008191834
AOSC952,0.728757060037284
AOSF1133,0.3373395272239231
AOSF1106,0.29621167049078795
AOSF1082,0.44670113552889934
AOSF1036,0.18780029387549219
AOSF1010,0.23495610843531595
AOSC931,0.18908789059324066
CAOO1050,0.06841289787090767
CAOO1946,0.027969014490025132
CAOO2168,0.1227177709671722
CAOO2290,0.027486438190311113
CAOO2477,-0.11416748038427775
CAOO410,0.2156498829411795
AOSF1271,0.4264869854936046
AOSF1247,0.16885138451918696
AOSF1224,0.4577152440489013
AOSF1200,0.16173903531152384
AOSF1180,0.10226444076556529
AOSF1157,0.22142940321797627
AOSF1269,0.17021276858342546
AOSF1245,0.34049626868570865
AOSF1221,0.1274922940187881
AOSF1198,0.20037457608890802
AOSF1176,-0.03221255951202319
AOSF1155,0.16260512180118525
AOSF1128,0.31452636341138973
AOSF1100,0.30503330697374953
AOSF1079,0.3078967749362917
AOSF1028,0.27652722523710743
AOSF1006,0.21963407408633348
AOSC908,0.21871160885061727
AOSF1125,0.16257602279605488
AOSF1097,0.1956275675851835
AOSF1075,0.10753861552361986
AOSF1024,-0.20064645495680208
AOSF1003,0.17248273765445968
AOSC890,0.24712911767021525
AOSF648,0.3823684923058093
AOSF626,0.2661717458481007
AOSF604,0.3278581841812768
AOSF568,0.1578386234960878
AOSF544,0.21572145347926133
AOSF499,0.20447274723134354
AOSF1266,0.16246968423139943
AOSF1238,0.47981693294273464
AOSF1218,0.22329351487704854
AOSF1195,0.4041856218227297
AOSF1173,0.23024568449848748
AOSF1151,0.1630789715564609
AOSF1264,0.3109371721747413
AOSF1236,0.29540652957721836
AOSF1216,0.08892605308522182
AOSF1192,-0.18390404794409917
AOSF1171,0.12858082929678855
AOSF1147,0.12847816798157438
AOSF858,0.2885275576252393
AOSF824,0.5762237407783235
AOSF797,0.2983257090380181
AOSF765,0.278164732036061
AOSF731,-0.1500614218578515
AOSF689,0.19544450203499747
AOSF1129,0.5684294946272859
AOSF1104,0.2607550832845514
AOSF1080,0.2409932358153016
AOSF1031,0.11671534292126527
AOSF1007,1.3372030280106337
AOSC911,0.2729027735450649
AOSF1127,0.1350727394825612
AOSF1099,0.40153993854555503
AOSF1077,0.3589530690045381
AOSF1025,0.15153503798277668
AOSF1004,0.17932199464082083
AOSC896,0.24372294860481325
AOSF649,0.08308038970000704
AOSF628,0.04523517804500793
AOSF605,-0.023346593897875127
AOSF569,-0.0016924855215883319
AOSF545,0.1340028967139045
AOSF502,0.005983634360407035
AOSF1267,0.19151615887176776
AOSF1240,0.19788926906333537
AOSF1219,0.176036178782319
AOSF1196,0.19729692001740334
AOSF1174,0.0662767086941915
AOSF1152,0.16423715007009468
AOSF1265,0.2847226465404792
AOSF1237,0.17479944069959746
AOSF1217,0.22527123619004147
AOSF1193,0.1633414606923745
AOSF1172,-0.009763350291375449
AOSF1150,0.016495701055329076
AOSF860,0.3279884637718614
AOSF825,0.11466695402183688
AOSF798,0.08697273199218886
AOSF771,0.1067652145404608
AOSF733,0.10939136599333904
AOSF695,0.20213666554967671
AOSF646,0.11209693518874964
AOSF623,0.19826497506026391
AOSF598,0.4913455521688432
AOSF566,0.06710049004355582
AOSF536,0.3161212603297716
AOSF496,0.17172886440516832
AOSF642,0.13979654790621
AOSF621,0.3685479072309575
AOSF593,0.08178861106857532
AOSF561,0.17173636410097037
AOSF532,0.14835717450154118
AOSF494,0.3335718531584849
AOSF639,0.05947673026805696
AOSF619,0.1432395683392772
AOSF591,0.37305124451275
AOSF559,0.18519828565184568
AOSF523,0.2034674112172083
AOSF490,0.24995703367805236
AOSF853,0.350014989796894
AOSF819,0.6467322073974222
AOSF795,0.20552332237897025
AOSF761,0.21897099790821956
AOSF726,0.22999485799345504
AOSF683,0.13619522218420704
AOSF851,0.026665745845215603
AOSF817,0.2199505664676788
AOSF787,0.13910027622105814
AOSF756,0.2178522732129574
AOSF721,0.2505739087261733
AOSF672,0.46128788871742954
AOSF848,0.3142300722667545
AOSF811,0.332862009563753
AOSF783,0.31940896075743835
AOSF747,0.3427317995425614
AOSF712,0.16093130865321406
AOSF667,0.4058522750856259
AOSF647,0.24744361801110396
AOSF624,0.08499161594986236
AOSF603,-0.010588160198972945
AOSF567,0.17279049128767904
AOSF543,0.40266030273929276
AOSF497,0.0724236486386266
AOSF645,-0.004780422154985382
AOSF622,0.14334753554139762
AOSF595,-0.033609171249332194
AOSF563,0.0612781128008908
AOSF533,0.3538676558980811
AOSF495,0.1974363956323507
AOSF640,0.19542313357508298
AOSF620,0.05250838062747805
AOSF592,0.16028038721139767
AOSF560,0.15725220770105763
AOSF528,0.13138256741717458
AOSF493,0.17742675042762218
AOSF854,0.3462482096078483
AOSF821,0.4314525593824062
AOSF796,0.19301047114466355
AOSF763,0.14379688488627448
AOSF727,0.09693849755743827
AOSF684,0.07565365131840443
AOSF852,0.021513536764207974
AOSF818,0.15917085128549058
AOSF794,0.0700261887078424
AOSF757,0.10968942479307206
AOSF722,0.027660913827292907
AOSF675,0.1338326438626035
AOSF849,0.05323825101709686
AOSF814,0.1551399765816852
AOSF784,0.12206410121387017
AOSF752,0.18723818618086369
AOSF715,0.050104406185654156
AOSF671,0.27261723218726924
CAON530,-0.0046922915040548616
CAON467,0.33789353704313435
CAON417,0.2595552666893942
CAON1885,0.3136175359925478
CAON1819,0.3746942457928445
CAON1758,0.030297660743564152
CAON513,-0.28059974346749605
CAON462,0.3108126502235887
CAON405,0.14879460393256777
CAON1883,0.0011086855685173962
CAON1815,0.18739210996485478
CAON1752,0.07548285993563424
CAON503,0.20022971938294645
CAON458,0.23925930086435257
CAON395,0.3037782965143692
CAON1881,0.354178800961686
CAON1804,0.18603776086203191
CAON1748,0.16952587182559162
CAON985,0.11817476716101058
CAON934,-0.08472312797746039
CAON850,0.039573891866796974
CAON781,0.0857681497297036
CAON674,0.1699561714364411
CAON591,0.08958494314414835
CAON980,0.0770503408018268
CAON927,0.26733882619217214
CAON846,0.042954336687738966
CAON769,-0.05886353708831051
CAON672,0.061286230103526
CAON582,-0.10502958370218958
CAON974,0.13729869590291893
CAON911,0.16544883111452752
CAON843,0.1917183289070173
CAON739,0.22434034860850446
CAON657,0.18979095631167764
CAON580,0.28689850435143016
CAON533,0.42428731797615105
CAON468,0.3040593306140363
CAON422,0.10640095827630883
CAON1886,0.061013801886237715
CAON1821,0.10674703402868227
CAON1760,0.055029977752785515
CAON522,0.15400163470724934
CAON464,0.19899039091494986
CAON413,0.22351896869168533
CAON1884,0.036731697272874106
CAON1816,0.18255295778822822
CAON1756,0.3422897859012756
CAON511,0.13968623934704147
CAON459,0.04066794588688664
CAON403,0.13938328484750678
CAON1882,-0.029294608871031257
CAON1810,0.11464461382983263
CAON1749,0.06253735932647914
CAON989,0.35352571274269634
CAON935,0.14435052017624286
CAON851,0.09017856713595149
CAON782,0.013862417637783194
CAON677,-0.019316243936999093
CAON592,0.08476288199743875
CAON981,-0.3381780988998423
CAON931,0.04117418428735116
CAON847,0.10182714483438547
CAON779,0.009354167446896239
CAON673,0.0676428581083945
CAON587,0.06089829218797027
CAON978,-0.024749485330142318
CAON914,0.06727299829516148
CAON844,0.09611836147691176
CAON768,0.07411522670478696
CAON658,0.03027098473749905
CAON581,0.10357422070998147
CAON500,0.18455910169158332
CAON452,0.2043066722368844
CAON392,0.369398902718569
CAON1873,0.22875654640437137
CAON1800,0.22343502988639374
CAON1726,-0.01720024568394449
CAON968,0.06260119710012121
CAON907,0.0990587058387585
CAON831,0.13673449024855197
CAON728,0.18159597460133514
CAON640,0.08586144627913084
CAON567,
CAON501,0.20690361479692543
CAON453,0.14535509592008977
CAON394,0.1669415332260377
CAON1879,0.039214978485552915
CAON1803,0.0665566302583843
CAON1743,0.1231295335320696
CAON969,0.26966896682450964
CAON910,-0.04767803567664906
CAON838,-0.02835269244902532
CAON731,0.10981879716523556
CAON649,0.12050153379914559
CAON571,0.13688495078249505
CAXB390,0.2717704170608106
CAXB569,0.23850599617776777
CAXB755,0.40825888407285926
CAXB940,0.25010431650622744
CAXB1122,0.2608325998215449
CAXB1297,0.13979247301204173
CAXB388,0.3085384987086171
CAXB567,0.24062306489008065
CAXB751,0.27393079882208177
CAXB935,0.2804492876475619
CAXB1121,0.26541797897999203
CAXB1296,0.3184469355695946
CAXB387,
CAXB566,0.3130987820448301
CAXB750,0.20527571751198506
CAXB931,0.5805972254151034
CAXB1120,0.04064484267591285
CAXB1294,0.5876969586639432
CAXB385,
CAXB564,0.6970543068278291
CAXB743,
CAXB930,0.23600475851317626
CAXB1117,0.40777964191575905
CAXB1290,0.41849612256636815
CAXB400,
CAXB584,0.3539196383965947
CAXB760,0.2884844907629956
CAXB949,
CAXB1138,0.2980381757309728
CAXB1307,0.5176205836352904
CAXB423,
CAXB589,0.24956005052237445
CAXB766,0.32331252929607207
CAXB960,0.28479392285672656
CAXB1156,0.09536679331777762
CAXB1318,0.21363193675820805
CAXB431,
CAXB599,0.28907925607032714
CAXB779,0.12581506185659524
CAXB979,
CAXB1167,
CAXB1327,0.6848272326742003
CAXB398,0.5263174928511941
CAXB578,0.15564656011101746
CAXB759,0.25481929071511095
CAXB947,0.17389169458395065
CAXB1137,0.13891981210994386
CAXB1306,0.1274245220477045
CAXB418,
CAXB587,0.3525516894317835
CAXB764,
CAXB956,0.19153234312851417
CAXB1147,0.16591279426755295
CAXB1316,0.3172105591294679
CAXB430,0.40069230823631685
CAXB598,0.27150770291864956
CAXB773,0.2144909489647911
CAXB978,0.3414300138821461
CAXB1165,0.3345542018225875
CAXB1326,0.2877527567613763
CAXB397,0.3284341652266249
CAXB576,0.5825947590888111
CAXB758,0.07991321435574268
CAXB945,0.29003169302062837
CAXB1135,0.2456498523536982
CAXB1304,0.20314111469121715
CAXB414,0.33581164092329946
CAXB586,0.18588776097596843
CAXB763,0.19724654870978925
CAXB953,0.14883579119111065
CAXB1146,0.23557800396522155
CAXB1315,0.34880704074631186
CAXB428,0.42659379095565125
CAXB595,0.2490527350860822
CAXB771,0.07133928231852246
CAXB971,0.13708687668177266
CAXB1161,0.144338247516207
CAXB1322,0.2669901459667796
CAXB394,0.07617521979868613
CAXB573,0.3965095492954199
CAXB757,0.17381649265467294
CAXB942,0.12152348414213725
CAXB1127,0.34004781408221213
CAXB1302,0.21314174706825378
CAXB407,0.644983063707225
CAXB585,0.2954196195916843
CAXB762,
CAXB951,
CAXB1144,0.09864359266269952
CAXB1308,
CAXB427,0.5508843253962018
CAXB592,0.2539654294860968
CAXB768,0.19355536762474845
CAXB962,0.5223887090563609
CAXB1158,0.3184099645191944
CAXB1320,0.4591709746962086
CAXB1452,0.19257737827870489
CAXB1617,0.23159170151534783
CAXB1776,0.21043794059044854
CAXB1922,
CAXB2134,0.33403064557312834
CAXB2331,0.31532804699138783
CAXB1459,0.26968681120140325
CAXB1629,0.46222041777206807
CAXB1788,0.7354626901214447
CAXB1934,
CAXB2144,
CAXB2352,0.5685907263645773
CAXB1469,
CAXB1640,
CAXB1795,
CAXB1949,
CAXB2154,
CAXB2362,
CAXB1451,
CAXB1614,0.042930918667957486
CAXB1775,0.09777657917665962
CAXB1921,-0.08218944275041151
CAXB2133,-0.033603277525942186
CAXB2329,0.16847235437757815
CAXB1458,0.07568348423826643
CAXB1628,0.048494581644643604
CAXB1786,0.06924366040234071
CAXB1930,0.09584436900868709
CAXB2141,0.20469864128263254
CAXB2351,0.05205391943105295
CAXB1468,0.16554966212653976
CAXB1638,0.21206933478957232
CAXB1793,0.265033070024928
CAXB1946,0.30098476906538413
CAXB2148,0.6292594109415572
CAXB2356,0.3522886003990722
CAXB1450,
CAXB1612,
CAXB1774,0.16191232656048327
CAXB1919,
CAXB2132,0.16785326079571808
CAXB2326,
CAXB1456,
CAXB1625,0.17999329672716896
CAXB1781,0.39854982585749754
CAXB1924,0.6082996338409292
CAXB2140,0.31648572605532466
CAXB2348,0.39317514375043383
CAXB1461,2.2820232487331005
CAXB1633,-0.058583497153576684
CAXB1791,0.1201888297698893
CAXB1937,
CAXB2147,-0.007032239024128743
CAXB2355,0.10889404977707735
CAXB1449,
CAXB1611,
CAXB1773,
CAXB1918,0.12827407794424897
CAXB2131,0.20839439896275422
CAXB2324,0.2568568308355611
CAXB1453,
CAXB1619,0.35693999527402265
CAXB1777,0.3688216803299825
CAXB1923,
CAXB2138,
CAXB2341,0.2727020467406869
CAXB1460,
CAXB1630,
CAXB1789,
CAXB1936,
CAXB2146,
CAXB2353,
CAXB1486,
CAXB1651,
CAXB1805,
CAXB1966,
CAXB2171,
CAXB2366,
CAXB2503,
CAXB2649,
CAXB2517,
CAXB2655,
CAXB1478,0.03707267408564723
CAXB1648,0.10553490417822894
CAXB1803,0.16080625157424522
CAXB1963,0.13638698739579166
CAXB2164,0.1549789632351826
CAXB2365,0.2634571639240939
CAXB2501,0.13248782279370983
CAXB2648,0.1389774288658321
CAXB2511,0.24365964159148884
CAXB2653,0.22768429497666517
CAXB1473,
CAXB1645,
CAXB1802,0.05789684793772296
CAXB1962,0.03434073614494955
CAXB2162,0.17565194802716347
CAXB2364,0.35623991213124884
CAXB2499,
CAXB2642,
Apal mitochondrial gene,0.10290561203819862
Mfav mitochondrial gene,-0.012840959045688617
CAXB2509,
CAXB2651,
CAXB1471,
CAXB1642,
CAXB1799,0.033610234643711365
CAXB1950,-0.0011953780108482047
CAXB2159,0.053908486473624215
CAXB2363,0.2017927017712112
CAXB2498,
CAXB2641,0.1507384375635494
Apal mitochondrial gene,-0.07798129210103238
Mfav mitochondrial gene,-0.0036746914580530134
CAXB2504,0.15129754949779337
CAXB2650,0.015989077709782088
CAXB2530,
CAXB2666,
CAXB2535,
CAXB2673,
CAXB2528,0.186249416652243
